family,genus,species,Longitude,Latitude
Nereididae,Nereis,Nereis eugeniae,-72.966,-43.604
Nereididae,Nereis,Nereis eugeniae,-72.026,-43.849
Nereididae,Nereis,Nereis eugeniae,-72.024,-43.847
Nereididae,Nereis,Nereis eugeniae,-70.9,-53.65
Nereididae,Nereis,Nereis eugeniae,-70.63,-53
Nereididae,Nereis,Nereis eugeniae,-68.5,-52.5
Nereididae,Nereis,Nereis eugeniae,-68.138,-52.963
Nereididae,Nereis,Nereis eugeniae,-67.883,-51.408
Nereididae,Nereis,Nereis eugeniae,-66.467,-52.817
Nereididae,Nereis,Nereis eugeniae,-64.992,-51.025
Nereididae,Nereis,Nereis eugeniae,-63.708,-47.827
Nereididae,Nereis,Nereis eugeniae,-63.625,-50.95
Nereididae,Nereis,Nereis eugeniae,-61.667,-54.067
Nereididae,Nereis,Nereis eugeniae,-61.208,-51.504
Nereididae,Nereis,Nereis eugeniae,-59.129,-52.557
Nereididae,Nereis,Nereis eugeniae,-58.882,-51.124
Nereididae,Nereis,Nereis eugeniae,-58.45,-52.483
Nereididae,Nereis,Nereis eugeniae,-57.824,-51.668
Nereididae,Nereis,Nereis eugeniae,-57.822,-51.692
Nereididae,Nereis,Nereis eugeniae,-57.591,-59.67
Nereididae,Nereis,Nereis eugeniae,-57.58,-51.632
Nereididae,Nereis,Nereis eugeniae,-55.779,-60.895
Nereididae,Nereis,Nereis eugeniae,-55.411,-60.86
Nereididae,Nereis,Nereis eugeniae,-53.956,-60.638
Nereididae,Nereis,Nereis eugeniae,-53.38,-65.295
Nereididae,Nereis,Nereis eugeniae,-25.013,-58.417
Nereididae,Nereis,Nereis eugeniae,17.25,-32.067
Nereididae,Nereis,Nereis eugeniae,17.8,-32.383
Nereididae,Nereis,Nereis eugeniae,18.1,-32.083
Nereididae,Nereis,Nereis eugeniae,80.214,10.569
Nereididae,Nereis,Nereis falcaria,-177.866,-29.248
Nereididae,Nereis,Nereis falcaria,-33.808,-3.855
Nereididae,Nereis,Nereis falcaria,18.439,-34.132
Nereididae,Nereis,Nereis falcaria,73.03,8.27
Nereididae,Nereis,Nereis falcaria,73.04,8.27
Nereididae,Nereis,Nereis falcaria,73.05,8.29
Nereididae,Nereis,Nereis falcaria,76.24,9.98
Nereididae,Nereis,Nereis falcaria,78.887,8.953
Nereididae,Nereis,Nereis falcaria,120.933,40.417
Nereididae,Nereis,Nereis falcaria,167.5,-22.83
Nereididae,Nereis,Nereis falcaria,168.13,-46.566
Nereididae,Nereis,Nereis falcaria,168.163,-46.75
Nereididae,Nereis,Nereis falcaria,168.3,-46.833
Nereididae,Nereis,Nereis falcaria,172.118,-34.152
Nereididae,Nereis,Nereis falcaria,172.527,-34.522
Nereididae,Nereis,Nereis falcaria,173.117,-34.739
Nereididae,Nereis,Nereis falcaria,173.297,-34.887
Nereididae,Nereis,Nereis falcaria,173.3,-34.907
Nereididae,Nereis,Nereis falcaria,173.532,-43.417
Nereididae,Nereis,Nereis falcaria,173.98,-41.13
Nereididae,Nereis,Nereis falcaria,174.118,-35.242
Nereididae,Nereis,Nereis falcaria,174.182,-35.263
Nereididae,Nereis,Nereis falcaria,174.183,-35.229
Nereididae,Nereis,Nereis falcaria,174.185,-35.259
Nereididae,Nereis,Nereis falcaria,174.213,-35.224
Nereididae,Nereis,Nereis falcaria,174.379,-35.318
Nereididae,Nereis,Nereis falcaria,174.427,-39.937
Nereididae,Nereis,Nereis falcaria,174.5,-35.56
Nereididae,Nereis,Nereis falcaria,174.601,-36.082
Nereididae,Nereis,Nereis falcaria,174.626,-41.296
Nereididae,Nereis,Nereis falcaria,174.63,-37.039
Nereididae,Nereis,Nereis falcaria,174.668,-41.242
Nereididae,Nereis,Nereis falcaria,174.712,-36.55
Nereididae,Nereis,Nereis falcaria,174.712,-41.22
Nereididae,Nereis,Nereis falcaria,174.735,-35.472
Nereididae,Nereis,Nereis falcaria,174.762,-41.349
Nereididae,Nereis,Nereis falcaria,174.763,-41.349
Nereididae,Nereis,Nereis falcaria,174.764,-41.349
Nereididae,Nereis,Nereis falcaria,174.765,-36.459
Nereididae,Nereis,Nereis falcaria,174.765,-41.349
Nereididae,Nereis,Nereis falcaria,174.765,-41.35
Nereididae,Nereis,Nereis falcaria,174.765,-41.348
Nereididae,Nereis,Nereis falcaria,174.765,-41.351
Nereididae,Nereis,Nereis falcaria,174.767,-41.349
Nereididae,Nereis,Nereis falcaria,174.768,-41.35
Nereididae,Nereis,Nereis falcaria,174.769,-41.347
Nereididae,Nereis,Nereis falcaria,174.771,-41.345
Nereididae,Nereis,Nereis falcaria,174.773,-41.344
Nereididae,Nereis,Nereis falcaria,174.774,-41.344
Nereididae,Nereis,Nereis falcaria,174.777,-41.346
Nereididae,Nereis,Nereis falcaria,174.785,-41.095
Nereididae,Nereis,Nereis falcaria,174.786,-41.094
Nereididae,Nereis,Nereis falcaria,174.79,-41.26
Nereididae,Nereis,Nereis falcaria,174.792,-41.332
Nereididae,Nereis,Nereis falcaria,174.793,-41.105
Nereididae,Nereis,Nereis falcaria,174.8,-36.347
Nereididae,Nereis,Nereis falcaria,174.801,-41.123
Nereididae,Nereis,Nereis falcaria,174.817,-41.108
Nereididae,Nereis,Nereis falcaria,174.82,-41.28
Nereididae,Nereis,Nereis falcaria,174.826,-41.334
Nereididae,Nereis,Nereis falcaria,174.827,-41.245
Nereididae,Nereis,Nereis falcaria,174.83,-41.29
Nereididae,Nereis,Nereis falcaria,174.83,-41.33
Nereididae,Nereis,Nereis falcaria,174.83,-41.313
Nereididae,Nereis,Nereis falcaria,174.833,-41.342
Nereididae,Nereis,Nereis falcaria,174.867,-41.3
Nereididae,Nereis,Nereis falcaria,174.91,-41.1
Nereididae,Nereis,Nereis falcaria,174.921,-40.87
Nereididae,Nereis,Nereis falcaria,174.98,-41.4
Nereididae,Nereis,Nereis falcaria,175.758,-36.776
Nereididae,Nereis,Nereis falcaria,175.811,-36.72
Nereididae,Nereis,Nereis falcaria,175.861,-36.7
Nereididae,Nereis,Nereis falcaria,175.935,-37.053
Nereididae,Nereis,Nereis falcaria,175.947,-37.038
Nereididae,Nereis,Nereis falcaria,176.07,-41.09
Nereididae,Nereis,Nereis falcaria,176.222,-40.898
Nereididae,Nereis,Nereis falcaria,176.557,-43.952
Nereididae,Nereis,Nereis falcaria,177.123,-37.688
Nereididae,Nereis,Nereis fossae,-113.274,28.97
Nereididae,Nereis,Nereis fossae,-111.386,27.414
Nereididae,Nereis,Nereis fusifera,18.417,-33.917
Nereididae,Nereis,Nereis gaikwadi,73.279,16.986
Nereididae,Nereis,Nereis gilchristi,21,-34
Nereididae,Nereis,Nereis goajirana,-83.759,24.925
Nereididae,Nereis,Nereis goajirana,-83.524,25.004
Nereididae,Nereis,Nereis goajirana,-83.508,24.807
Nereididae,Nereis,Nereis goajirana,-81.95,25.991
Nereididae,Nereis,Nereis goajirana,-81.134,25.046
Nereididae,Nereis,Nereis goajirana,-81.116,24.915
Nereididae,Nereis,Nereis goajirana,-81.067,25.065
Nereididae,Nereis,Nereis goajirana,-81.062,24.983
Nereididae,Nereis,Nereis goajirana,-80.957,24.954
Nereididae,Nereis,Nereis goajirana,-80.735,25.107
Nereididae,Nereis,Nereis goajirana,-80.583,25.122
Nereididae,Nereis,Nereis gracilis,-64.75,32.333
Nereididae,Nereis,Nereis gracilis,8.64,67.352
Nereididae,Nereis,Nereis gracilis,9.881,67.895
Nereididae,Nereis,Nereis gracilis,14.828,72.189
Nereididae,Nereis,Nereis gracilis,17.026,70.394
Nereididae,Nereis,Nereis granulata,79.16,9.21
Nereididae,Nereis,Nereis granulata,79.533,10.333
Nereididae,Nereis,Nereis granulata,79.767,11.483
Nereididae,Nereis,Nereis granulata,80.293,10.578
Nereididae,Nereis,Nereis granulata,80.653,12.157
Nereididae,Nereis,Nereis gravieri,-16.762,12.556
Nereididae,Nereis,Nereis grayi,-97.633,22.336
Nereididae,Nereis,Nereis grayi,-97.444,22.404
Nereididae,Nereis,Nereis grayi,-97.39,27.8
Nereididae,Nereis,Nereis grayi,-97.078,27.281
Nereididae,Nereis,Nereis grayi,-97.008,21.008
Nereididae,Nereis,Nereis grayi,-96.692,20.308
Nereididae,Nereis,Nereis grayi,-96.6,27.129
Nereididae,Nereis,Nereis grayi,-96.484,27.551
Nereididae,Nereis,Nereis grayi,-96.4,26.17
Nereididae,Nereis,Nereis grayi,-96.4,26.167
Nereididae,Nereis,Nereis grayi,-96.333,27.917
Nereididae,Nereis,Nereis grayi,-96.33,27.92
Nereididae,Nereis,Nereis grayi,-94.775,29.321
Nereididae,Nereis,Nereis grayi,-94.021,18.395
Nereididae,Nereis,Nereis grayi,-93.868,28.376
Nereididae,Nereis,Nereis grayi,-93.844,18.689
Nereididae,Nereis,Nereis grayi,-93.494,28.161
Nereididae,Nereis,Nereis grayi,-92.821,28.903
Nereididae,Nereis,Nereis grayi,-92.614,29.019
Nereididae,Nereis,Nereis grayi,-92.547,29.369
Nereididae,Nereis,Nereis grayi,-92.353,19.378
Nereididae,Nereis,Nereis grayi,-92.125,19.642
Nereididae,Nereis,Nereis grayi,-92.045,28.137
Nereididae,Nereis,Nereis grayi,-92.022,20.999
Nereididae,Nereis,Nereis grayi,-91.908,19.558
Nereididae,Nereis,Nereis grayi,-91.825,19.342
Nereididae,Nereis,Nereis grayi,-90.409,28.569
Nereididae,Nereis,Nereis grayi,-88.558,29.924
Nereididae,Nereis,Nereis grayi,-88.207,29.891
Nereididae,Nereis,Nereis grayi,-88.205,29.891
Nereididae,Nereis,Nereis grayi,-87.908,29.724
Nereididae,Nereis,Nereis grayi,-87.908,29.725
Nereididae,Nereis,Nereis grayi,-87.45,29.608
Nereididae,Nereis,Nereis grayi,-87.399,29.901
Nereididae,Nereis,Nereis grayi,-87.334,29.583
Nereididae,Nereis,Nereis grayi,-86.877,29.929
Nereididae,Nereis,Nereis grayi,-86.669,30.25
Nereididae,Nereis,Nereis grayi,-86.501,30.132
Nereididae,Nereis,Nereis grayi,-86.5,30.134
Nereididae,Nereis,Nereis grayi,-86.258,29.717
Nereididae,Nereis,Nereis grayi,-86.205,29.765
Nereididae,Nereis,Nereis grayi,-86.205,29.766
Nereididae,Nereis,Nereis grayi,-86.158,29.8
Nereididae,Nereis,Nereis grayi,-86.158,29.799
Nereididae,Nereis,Nereis grayi,-86.156,29.801
Nereididae,Nereis,Nereis grayi,-86.109,29.933
Nereididae,Nereis,Nereis grayi,-86.108,29.933
Nereididae,Nereis,Nereis grayi,-86.107,29.85
Nereididae,Nereis,Nereis grayi,-86.107,29.848
Nereididae,Nereis,Nereis grayi,-86.084,29.916
Nereididae,Nereis,Nereis grayi,-86.083,29.915
Nereididae,Nereis,Nereis grayi,-86.083,29.916
Nereididae,Nereis,Nereis grayi,-86.081,29.917
Nereididae,Nereis,Nereis grayi,-85.708,29.399
Nereididae,Nereis,Nereis grayi,-85.258,29.717
Nereididae,Nereis,Nereis grayi,-84.734,29.334
Nereididae,Nereis,Nereis grayi,-84.731,29.338
Nereididae,Nereis,Nereis grayi,-84.336,28.701
Nereididae,Nereis,Nereis grayi,-84.334,28.7
Nereididae,Nereis,Nereis grayi,-84.227,27.058
Nereididae,Nereis,Nereis grayi,-84.191,26.967
Nereididae,Nereis,Nereis grayi,-84.183,29.7
Nereididae,Nereis,Nereis grayi,-83.834,25.665
Nereididae,Nereis,Nereis grayi,-83.825,25.647
Nereididae,Nereis,Nereis grayi,-83.499,28.5
Nereididae,Nereis,Nereis grayi,-83.373,25.192
Nereididae,Nereis,Nereis grayi,-83.214,26.279
Nereididae,Nereis,Nereis grayi,-83.208,27.302
Nereididae,Nereis,Nereis grayi,-83.083,25.667
Nereididae,Nereis,Nereis grayi,-83.076,25.656
Nereididae,Nereis,Nereis grayi,-83.019,27.007
Nereididae,Nereis,Nereis grayi,-82.967,26.416
Nereididae,Nereis,Nereis grayi,-82.954,24.621
Nereididae,Nereis,Nereis grayi,-82.825,24.583
Nereididae,Nereis,Nereis grayi,-82.507,26.779
Nereididae,Nereis,Nereis grayi,-82.356,25.243
Nereididae,Nereis,Nereis grayi,-82.334,25.667
Nereididae,Nereis,Nereis grayi,-82.323,25.66
Nereididae,Nereis,Nereis grayi,-82.247,24.56
Nereididae,Nereis,Nereis grayi,-82.214,24.6
Nereididae,Nereis,Nereis grayi,-82.061,24.571
Nereididae,Nereis,Nereis grayi,-81.932,24.516
Nereididae,Nereis,Nereis grayi,-81.822,24.8
Nereididae,Nereis,Nereis grayi,-81.818,25.014
Nereididae,Nereis,Nereis grayi,-81.721,25.184
Nereididae,Nereis,Nereis grayi,-81.716,24.811
Nereididae,Nereis,Nereis grayi,-81.65,24.752
Nereididae,Nereis,Nereis grayi,-81.572,24.705
Nereididae,Nereis,Nereis grayi,-81.572,24.704
Nereididae,Nereis,Nereis grayi,-81.565,25.052
Nereididae,Nereis,Nereis grayi,-81.457,25.354
Nereididae,Nereis,Nereis grayi,-81.432,25.01
Nereididae,Nereis,Nereis grayi,-81.411,25.154
Nereididae,Nereis,Nereis grayi,-81.347,25.106
Nereididae,Nereis,Nereis grayi,-81.326,25.263
Nereididae,Nereis,Nereis grayi,-81.278,25.054
Nereididae,Nereis,Nereis grayi,-81.259,25.125
Nereididae,Nereis,Nereis grayi,-81.25,25.071
Nereididae,Nereis,Nereis grayi,-81.232,25.175
Nereididae,Nereis,Nereis grayi,-81.216,24.842
Nereididae,Nereis,Nereis grayi,-81.207,24.753
Nereididae,Nereis,Nereis grayi,-80.979,24.773
Nereididae,Nereis,Nereis grayi,-80.926,24.886
Nereididae,Nereis,Nereis grayi,-80.86,24.851
Nereididae,Nereis,Nereis grayi,-80.859,24.851
Nereididae,Nereis,Nereis grayi,-80.842,24.733
Nereididae,Nereis,Nereis grayi,-80.821,24.765
Nereididae,Nereis,Nereis grayi,-80.74,25
Nereididae,Nereis,Nereis grayi,-80.606,24.955
Nereididae,Nereis,Nereis grayi,-80.594,25.128
Nereididae,Nereis,Nereis grayi,-80.583,25.122
Nereididae,Nereis,Nereis grayi,-80.506,25.176
Nereididae,Nereis,Nereis grayi,-80.497,28.278
Nereididae,Nereis,Nereis grayi,-80.364,29.568
Nereididae,Nereis,Nereis grayi,-80.225,25.606
Nereididae,Nereis,Nereis grayi,-80.214,25.711
Nereididae,Nereis,Nereis grayi,-80.167,30.385
Nereididae,Nereis,Nereis grayi,-79.986,27.609
Nereididae,Nereis,Nereis grayi,-79.986,27.607
Nereididae,Nereis,Nereis grayi,-76.183,37.7
Nereididae,Nereis,Nereis grayi,-76.18,37.7
Nereididae,Nereis,Nereis grayi,-76.173,37.725
Nereididae,Nereis,Nereis grayi,-76.167,36.939
Nereididae,Nereis,Nereis grayi,-76.132,37.089
Nereididae,Nereis,Nereis grayi,-76.111,37.302
Nereididae,Nereis,Nereis grayi,-76.049,37.592
Nereididae,Nereis,Nereis grayi,-75.933,34.317
Nereididae,Nereis,Nereis grayi,-75.93,34.32
Nereididae,Nereis,Nereis grayi,-75.9,36.867
Nereididae,Nereis,Nereis grayi,-75.183,36.783
Nereididae,Nereis,Nereis grayi,-75.017,38.783
Nereididae,Nereis,Nereis grayi,-74.75,36.683
Nereididae,Nereis,Nereis grayi,-74.3,38.283
Nereididae,Nereis,Nereis grayi,-74.294,38.314
Nereididae,Nereis,Nereis grayi,-74.283,38.283
Nereididae,Nereis,Nereis grayi,-74.267,38.333
Nereididae,Nereis,Nereis grayi,-74.067,38.95
Nereididae,Nereis,Nereis grayi,-74.05,38.733
Nereididae,Nereis,Nereis grayi,-74.033,38.733
Nereididae,Nereis,Nereis grayi,-74.033,38.717
Nereididae,Nereis,Nereis grayi,-74.033,38.75
Nereididae,Nereis,Nereis grayi,-74.017,38.733
Nereididae,Nereis,Nereis grayi,-73.967,40.217
Nereididae,Nereis,Nereis grayi,-73.95,40.417
Nereididae,Nereis,Nereis grayi,-73.95,40.2
Nereididae,Nereis,Nereis grayi,-73.933,40.317
Nereididae,Nereis,Nereis grayi,-73.917,38.817
Nereididae,Nereis,Nereis grayi,-73.9,40.4
Nereididae,Nereis,Nereis grayi,-73.9,40.417
Nereididae,Nereis,Nereis grayi,-73.9,40.317
Nereididae,Nereis,Nereis grayi,-73.9,39.583
Nereididae,Nereis,Nereis grayi,-73.883,40.3
Nereididae,Nereis,Nereis grayi,-73.867,40.4
Nereididae,Nereis,Nereis grayi,-73.867,40.317
Nereididae,Nereis,Nereis grayi,-73.867,40.417
Nereididae,Nereis,Nereis grayi,-73.867,40.367
Nereididae,Nereis,Nereis grayi,-73.867,40.267
Nereididae,Nereis,Nereis grayi,-73.85,40.35
Nereididae,Nereis,Nereis grayi,-73.833,40.317
Nereididae,Nereis,Nereis grayi,-73.833,40.267
Nereididae,Nereis,Nereis grayi,-73.833,40.417
Nereididae,Nereis,Nereis grayi,-73.833,40.367
Nereididae,Nereis,Nereis grayi,-73.833,40.467
Nereididae,Nereis,Nereis grayi,-73.817,40.417
Nereididae,Nereis,Nereis grayi,-73.817,40.4
Nereididae,Nereis,Nereis grayi,-73.8,40.367
Nereididae,Nereis,Nereis grayi,-73.8,40.35
Nereididae,Nereis,Nereis grayi,-73.8,40.317
Nereididae,Nereis,Nereis grayi,-73.8,40.517
Nereididae,Nereis,Nereis grayi,-73.8,40.4
Nereididae,Nereis,Nereis grayi,-73.783,40.35
Nereididae,Nereis,Nereis grayi,-73.783,40.417
Nereididae,Nereis,Nereis grayi,-73.783,40.433
Nereididae,Nereis,Nereis grayi,-73.783,40.367
Nereididae,Nereis,Nereis grayi,-73.783,40.45
Nereididae,Nereis,Nereis grayi,-73.767,40.317
Nereididae,Nereis,Nereis grayi,-73.767,40.4
Nereididae,Nereis,Nereis grayi,-73.767,40.417
Nereididae,Nereis,Nereis grayi,-73.767,40.383
Nereididae,Nereis,Nereis grayi,-73.767,40.433
Nereididae,Nereis,Nereis grayi,-73.767,40.45
Nereididae,Nereis,Nereis grayi,-73.767,40.467
Nereididae,Nereis,Nereis grayi,-73.75,40.417
Nereididae,Nereis,Nereis grayi,-73.75,40.4
Nereididae,Nereis,Nereis grayi,-73.75,40.517
Nereididae,Nereis,Nereis grayi,-73.75,40.383
Nereididae,Nereis,Nereis grayi,-73.75,40.433
Nereididae,Nereis,Nereis grayi,-73.75,40.317
Nereididae,Nereis,Nereis grayi,-73.75,39.733
Nereididae,Nereis,Nereis grayi,-73.733,40.417
Nereididae,Nereis,Nereis grayi,-73.733,40.4
Nereididae,Nereis,Nereis grayi,-73.733,40.2
Nereididae,Nereis,Nereis grayi,-73.733,40.217
Nereididae,Nereis,Nereis grayi,-73.73,40.17
Nereididae,Nereis,Nereis grayi,-73.717,40.2
Nereididae,Nereis,Nereis grayi,-73.717,40.4
Nereididae,Nereis,Nereis grayi,-73.717,40.517
Nereididae,Nereis,Nereis grayi,-73.717,40.417
Nereididae,Nereis,Nereis grayi,-73.7,40.167
Nereididae,Nereis,Nereis grayi,-73.683,40.15
Nereididae,Nereis,Nereis grayi,-73.667,40.417
Nereididae,Nereis,Nereis grayi,-73.617,38.717
Nereididae,Nereis,Nereis grayi,-73.566,38.76
Nereididae,Nereis,Nereis grayi,-73.55,38.7
Nereididae,Nereis,Nereis grayi,-73.517,38.767
Nereididae,Nereis,Nereis grayi,-73.5,39.417
Nereididae,Nereis,Nereis grayi,-73.5,38.767
Nereididae,Nereis,Nereis grayi,-73.5,38.75
Nereididae,Nereis,Nereis grayi,-73.5,38.683
Nereididae,Nereis,Nereis grayi,-73.5,39.767
Nereididae,Nereis,Nereis grayi,-73.483,39.733
Nereididae,Nereis,Nereis grayi,-73.467,40.933
Nereididae,Nereis,Nereis grayi,-73.433,40.05
Nereididae,Nereis,Nereis grayi,-73.433,40.017
Nereididae,Nereis,Nereis grayi,-73.417,40.017
Nereididae,Nereis,Nereis grayi,-73.417,40.05
Nereididae,Nereis,Nereis grayi,-73.333,39.1
Nereididae,Nereis,Nereis grayi,-73.317,39.367
Nereididae,Nereis,Nereis grayi,-73.3,39.283
Nereididae,Nereis,Nereis grayi,-73.3,39.25
Nereididae,Nereis,Nereis grayi,-73.283,39.333
Nereididae,Nereis,Nereis grayi,-73.283,39.933
Nereididae,Nereis,Nereis grayi,-73.283,39.4
Nereididae,Nereis,Nereis grayi,-73.267,39.383
Nereididae,Nereis,Nereis grayi,-73.25,39.4
Nereididae,Nereis,Nereis grayi,-73.25,39.25
Nereididae,Nereis,Nereis grayi,-73.25,39.417
Nereididae,Nereis,Nereis grayi,-73.233,39.317
Nereididae,Nereis,Nereis grayi,-73.233,39.283
Nereididae,Nereis,Nereis grayi,-73.233,39.983
Nereididae,Nereis,Nereis grayi,-73.233,39.3
Nereididae,Nereis,Nereis grayi,-73.217,39.35
Nereididae,Nereis,Nereis grayi,-73.217,39.25
Nereididae,Nereis,Nereis grayi,-73.217,39.367
Nereididae,Nereis,Nereis grayi,-73.2,39.267
Nereididae,Nereis,Nereis grayi,-73.2,39.417
Nereididae,Nereis,Nereis grayi,-73.194,41.086
Nereididae,Nereis,Nereis grayi,-73.183,40.417
Nereididae,Nereis,Nereis grayi,-73.183,39.317
Nereididae,Nereis,Nereis grayi,-73.183,39.283
Nereididae,Nereis,Nereis grayi,-73.17,39.323
Nereididae,Nereis,Nereis grayi,-73.168,39.498
Nereididae,Nereis,Nereis grayi,-73.167,40.417
Nereididae,Nereis,Nereis grayi,-73.133,39.75
Nereididae,Nereis,Nereis grayi,-73.133,39.283
Nereididae,Nereis,Nereis grayi,-73.133,39.317
Nereididae,Nereis,Nereis grayi,-73.133,39.767
Nereididae,Nereis,Nereis grayi,-73.1,39.25
Nereididae,Nereis,Nereis grayi,-73.1,39.383
Nereididae,Nereis,Nereis grayi,-73.1,39.417
Nereididae,Nereis,Nereis grayi,-73.083,39.283
Nereididae,Nereis,Nereis grayi,-73.083,39.3
Nereididae,Nereis,Nereis grayi,-73.083,39.333
Nereididae,Nereis,Nereis grayi,-73.067,39.483
Nereididae,Nereis,Nereis grayi,-73.067,39.45
Nereididae,Nereis,Nereis grayi,-73.067,39.367
Nereididae,Nereis,Nereis grayi,-73.05,40.233
Nereididae,Nereis,Nereis grayi,-73.05,39.233
Nereididae,Nereis,Nereis grayi,-73.05,39.4
Nereididae,Nereis,Nereis grayi,-73.05,39.367
Nereididae,Nereis,Nereis grayi,-73.033,40.217
Nereididae,Nereis,Nereis grayi,-73.033,39.317
Nereididae,Nereis,Nereis grayi,-73.033,39.267
Nereididae,Nereis,Nereis grayi,-73.033,40.233
Nereididae,Nereis,Nereis grayi,-73.017,39.333
Nereididae,Nereis,Nereis grayi,-73.017,39.5
Nereididae,Nereis,Nereis grayi,-73.017,39.95
Nereididae,Nereis,Nereis grayi,-73,39.417
Nereididae,Nereis,Nereis grayi,-72.983,39.333
Nereididae,Nereis,Nereis grayi,-72.983,39.783
Nereididae,Nereis,Nereis grayi,-72.983,39.45
Nereididae,Nereis,Nereis grayi,-72.967,39.767
Nereididae,Nereis,Nereis grayi,-72.967,40.4
Nereididae,Nereis,Nereis grayi,-72.967,39.333
Nereididae,Nereis,Nereis grayi,-72.967,39.783
Nereididae,Nereis,Nereis grayi,-72.917,41.2
Nereididae,Nereis,Nereis grayi,-72.883,40.1
Nereididae,Nereis,Nereis grayi,-72.883,40.267
Nereididae,Nereis,Nereis grayi,-72.867,40.133
Nereididae,Nereis,Nereis grayi,-72.867,40.117
Nereididae,Nereis,Nereis grayi,-72.85,40.133
Nereididae,Nereis,Nereis grayi,-72.833,40.233
Nereididae,Nereis,Nereis grayi,-72.833,40.267
Nereididae,Nereis,Nereis grayi,-72.833,40.083
Nereididae,Nereis,Nereis grayi,-72.833,40.067
Nereididae,Nereis,Nereis grayi,-72.833,40.133
Nereididae,Nereis,Nereis grayi,-72.833,39.867
Nereididae,Nereis,Nereis grayi,-72.817,40.067
Nereididae,Nereis,Nereis grayi,-72.783,40.1
Nereididae,Nereis,Nereis grayi,-72.783,40.2
Nereididae,Nereis,Nereis grayi,-72.783,40.233
Nereididae,Nereis,Nereis grayi,-72.755,41.104
Nereididae,Nereis,Nereis grayi,-72.75,40.167
Nereididae,Nereis,Nereis grayi,-72.75,40
Nereididae,Nereis,Nereis grayi,-72.75,41.15
Nereididae,Nereis,Nereis grayi,-72.75,40.267
Nereididae,Nereis,Nereis grayi,-72.75,40.1
Nereididae,Nereis,Nereis grayi,-72.733,40.333
Nereididae,Nereis,Nereis grayi,-72.706,41.175
Nereididae,Nereis,Nereis grayi,-72.7,40.133
Nereididae,Nereis,Nereis grayi,-72.7,40.2
Nereididae,Nereis,Nereis grayi,-72.7,40.267
Nereididae,Nereis,Nereis grayi,-72.667,40.167
Nereididae,Nereis,Nereis grayi,-72.667,40.1
Nereididae,Nereis,Nereis grayi,-72.667,41.067
Nereididae,Nereis,Nereis grayi,-72.667,39.983
Nereididae,Nereis,Nereis grayi,-72.667,40.133
Nereididae,Nereis,Nereis grayi,-72.617,40.567
Nereididae,Nereis,Nereis grayi,-72.483,40.083
Nereididae,Nereis,Nereis grayi,-72.483,40.25
Nereididae,Nereis,Nereis grayi,-72.333,40.417
Nereididae,Nereis,Nereis grayi,-72.317,40.417
Nereididae,Nereis,Nereis grayi,-72.26,41.23
Nereididae,Nereis,Nereis grayi,-72.217,40.5
Nereididae,Nereis,Nereis grayi,-72.217,40.483
Nereididae,Nereis,Nereis grayi,-72.2,40.483
Nereididae,Nereis,Nereis grayi,-72.117,41.283
Nereididae,Nereis,Nereis grayi,-72.1,40.467
Nereididae,Nereis,Nereis grayi,-72.033,40.3
Nereididae,Nereis,Nereis grayi,-72.017,40.622
Nereididae,Nereis,Nereis grayi,-71.95,40.667
Nereididae,Nereis,Nereis grayi,-71.917,41.317
Nereididae,Nereis,Nereis grayi,-71.917,40.55
Nereididae,Nereis,Nereis grayi,-71.85,41.217
Nereididae,Nereis,Nereis grayi,-71.833,40.8
Nereididae,Nereis,Nereis grayi,-71.683,41.2
Nereididae,Nereis,Nereis grayi,-71.555,41.285
Nereididae,Nereis,Nereis grayi,-71.383,40.683
Nereididae,Nereis,Nereis grayi,-71.367,40.683
Nereididae,Nereis,Nereis grayi,-71.35,40.683
Nereididae,Nereis,Nereis grayi,-71.139,41.194
Nereididae,Nereis,Nereis grayi,-71.008,40.5
Nereididae,Nereis,Nereis grayi,-70.883,41.483
Nereididae,Nereis,Nereis grayi,-70.853,40.872
Nereididae,Nereis,Nereis grayi,-70.85,41.483
Nereididae,Nereis,Nereis grayi,-70.817,40.25
Nereididae,Nereis,Nereis grayi,-70.8,40.35
Nereididae,Nereis,Nereis grayi,-70.797,41.584
Nereididae,Nereis,Nereis grayi,-70.732,42.403
Nereididae,Nereis,Nereis grayi,-70.728,42.54
Nereididae,Nereis,Nereis grayi,-70.702,41.516
Nereididae,Nereis,Nereis grayi,-70.6,42.317
Nereididae,Nereis,Nereis grayi,-70.6,42.3
Nereididae,Nereis,Nereis grayi,-70.6,42.333
Nereididae,Nereis,Nereis grayi,-70.592,42.515
Nereididae,Nereis,Nereis grayi,-70.561,42.542
Nereididae,Nereis,Nereis grayi,-70.536,42.093
Nereididae,Nereis,Nereis grayi,-70.535,42.255
Nereididae,Nereis,Nereis grayi,-70.533,39.747
Nereididae,Nereis,Nereis grayi,-70.511,42.194
Nereididae,Nereis,Nereis grayi,-70.493,42.104
Nereididae,Nereis,Nereis grayi,-70.446,42.501
Nereididae,Nereis,Nereis grayi,-70.367,41.77
Nereididae,Nereis,Nereis grayi,-70.35,42.535
Nereididae,Nereis,Nereis grayi,-70.328,42.254
Nereididae,Nereis,Nereis grayi,-70.324,41.912
Nereididae,Nereis,Nereis grayi,-70.286,42.131
Nereididae,Nereis,Nereis grayi,-70.255,42.411
